Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude     Altitude    HDOP        eRes
   41          Valid   6/8  16/11/20  16:46:07  16/11/20  16:46:04.678     -2.322     33.89589    -83.36024       201.17     2.2         1.7
   42          Valid   6/7  16/11/20  16:51:05  16/11/20  16:51:02.672     -2.328     33.89598    -83.36024       185.57     2.4         2.3
   43          Valid   7/8  16/11/20  18:56:09  16/11/20  18:56:06.379     -2.621     33.89573    -83.36025       183.81     2.4         2.0
   44          Valid   7/7  16/11/20  19:01:06  16/11/20  19:01:03.374     -2.626     33.89581    -83.36030       172.83     1.1         1.9
   45          Valid   8/8  16/11/20  21:06:08  16/11/20  21:06:05.124     -2.876     33.89585    -83.36027       184.87     1.3         3.9
   46          Valid   8/8  16/11/20  21:11:07  16/11/20  21:11:04.128     -2.872     33.89576    -83.36023       174.27     1.1         2.7
   47          Valid   7/7  16/11/20  23:16:07  16/11/20  23:16:03.898     -3.102     33.89569    -83.36023       172.90     1.2         7.2
   48          Valid   7/7  16/11/20  23:21:06  16/11/20  23:21:02.892     -3.108     33.89579    -83.36031       189.60     1.2         2.5
   49          Valid   6/6  16/11/21  01:26:05  16/11/21  01:26:01.677     -3.323     33.89584    -83.36034       187.59     1.7         2.9
   50          Valid   7/7  16/11/21  01:31:09  16/11/21  01:31:05.677     -3.323     33.89573    -83.36030       188.33     1.4         3.5
   51          Valid   9/9  16/11/21  03:36:09  16/11/21  03:36:05.483     -3.517     33.89586    -83.36010       158.93     0.9         8.3
   52          Valid   9/9  16/11/21  03:41:09  16/11/21  03:41:05.487     -3.513     33.89589    -83.36019       166.76     1.0         2.6
   53          Valid   6/6  16/11/21  05:46:08  16/11/21  05:46:04.377     -3.623     33.89663    -83.36105       166.08     1.9         0.9
   54          Valid   9/9  16/11/21  05:51:08  16/11/21  05:51:04.290     -3.710     33.89588    -83.36029       181.69     0.9         6.6
   55          Valid   7/8  16/11/21  07:56:08  16/11/21  07:56:04.105     -3.895     33.89574    -83.36034       186.47     1.4         9.2
   56          Valid   8/9  16/11/21  08:01:10  16/11/21  08:01:05.075     -4.925     33.89573    -83.36037       187.55     1.3         2.4
